hunk_id,file,classification,candidate_key,candidate_name,summary
"src/Integrator/CahnHilliard.cpp:1-14","src/Integrator/CahnHilliard.cpp","CANDIDATE","gpu_fft_operator_migration","Gpu Fft Operator Migration","Routes spectral work through project FFT wrapper and GPU parallel loop. Evidence: #ifdef ALAMO_FFT #include <AMReX_FFT.H> #endif #include ""Operator/Spectral/FFT.H"""
"src/Integrator/CahnHilliard.cpp:52-58","src/Integrator/CahnHilliard.cpp","CANDIDATE","gpu_finest_level_spectral_guard","GPU Finest-Level Spectral Guard","Restricts spectral advance to the finest AMR level."
"src/Integrator/CahnHilliard.cpp:94-115","src/Integrator/CahnHilliard.cpp","CANDIDATE","gpu_fft_operator_migration","Gpu Fft Operator Migration","Routes spectral work through project FFT wrapper and GPU parallel loop. Evidence: CahnHilliard::AdvanceSpectral (int lev, Set::Scalar /*time*/, Set::Scalar dt) CahnHilliard::AdvanceSpectral (int lev, Set::Scalar time, Set::Scalar dt) // // FF"
"src/Integrator/CahnHilliard.cpp:130-143","src/Integrator/CahnHilliard.cpp","CANDIDATE","gpu_fft_operator_migration","GPU FFT Operator Migration","Routes Cahn-Hilliard spectral arrays and transforms through project FFT wrapper."
"src/Integrator/CahnHilliard.cpp:147-184","src/Integrator/CahnHilliard.cpp","CANDIDATE","gpu_fft_operator_migration","GPU FFT Operator Migration","Runs spectral Cahn-Hilliard transform kernel through FFT wrapper parallel dispatch."
"src/Integrator/CahnHilliard.cpp:203-210","src/Integrator/CahnHilliard.cpp","ONEOFF","oneoff_spectral_method_branch","Oneoff Spectral Method Branch","Removes an isolated method branch while migrating the spectral path."
"src/Integrator/Flame.H:9-17","src/Integrator/Flame.H","ONEOFF","oneoff_flame_configuration","Oneoff Flame Configuration","Adds or reshapes Flame state/configuration for chamber or elastic features."
"src/Integrator/Flame.H:45-51","src/Integrator/Flame.H","ONEOFF","oneoff_flame_configuration","Oneoff Flame Configuration","Adds or reshapes Flame state/configuration for chamber or elastic features."
"src/Integrator/Flame.H:62-67","src/Integrator/Flame.H","ONEOFF","oneoff_flame_configuration","Oneoff Flame Configuration","Adds or reshapes Flame state/configuration for chamber or elastic features."
"src/Integrator/Flame.H:72-77","src/Integrator/Flame.H","ONEOFF","oneoff_flame_configuration","Oneoff Flame Configuration","Adds or reshapes Flame state/configuration for chamber or elastic features."
"src/Integrator/Flame.H:86-106","src/Integrator/Flame.H","ONEOFF","oneoff_flame_configuration","Oneoff Flame Configuration","Adds or reshapes Flame state/configuration for chamber or elastic features."
"src/Integrator/Flame.H:113-144","src/Integrator/Flame.H","ONEOFF","oneoff_flame_configuration","Oneoff Flame Configuration","Adds or reshapes Flame state/configuration for chamber or elastic features."
"src/Integrator/Flame.cpp:1-9","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:14-25","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:37-43","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:52-59","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:62-85","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:92-145","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:158-180","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:191-211","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:213-257","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:273-280","src/Integrator/Flame.cpp","ONEOFF","oneoff_phase_relaxation","Oneoff Phase Relaxation","Adds optional phase-field relaxation initialization; isolated behavior."
"src/Integrator/Flame.cpp:295-303","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:306-383","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_fill_boundary","Oneoff Flame Fill Boundary","Changes AMR fill-boundary and initialization sequencing; isolated behavior."
"src/Integrator/Flame.cpp:392-398","src/Integrator/Flame.cpp","NOISE","noise_formatting","Noise Formatting","Noise: formatting/comment whitespace only. Evidence: { {"
"src/Integrator/Flame.cpp:407-418","src/Integrator/Flame.cpp","CANDIDATE","gpu_reduction_race_avoidance","Gpu Reduction Race Avoidance","Moves aggregate updates from device member writes to reduction plus host update. Evidence: if (variable_pressure) { //Set::Scalar x_len = geom[0].ProbDomain().length(0); //Set::Scalar y_len = geom[0].ProbDomain().length(1); // Set::Scalar domain_area "
"src/Integrator/Flame.cpp:420-447","src/Integrator/Flame.cpp","ONEOFF","oneoff_chamber_pressure","Oneoff Chamber Pressure","Adds chamber pressure update setup around the kernel; isolated behavior."
"src/Integrator/Flame.cpp:451-456","src/Integrator/Flame.cpp","CANDIDATE","gpu_device_safe_captures","Gpu Device Safe Captures","Copies geometry/configuration into device-capturable locals and uses data pointers. Evidence: // Device lambdas can't capture `this`; copy needed members into locals. auto propellant = this->propellant; auto pf "
"src/Integrator/Flame.cpp:465-482","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:484-534","src/Integrator/Flame.cpp","CANDIDATE","gpu_device_error_flag","GPU Device Error Flag","Records non-finite kernel values in a device error flag for host-side abort."
"src/Integrator/Flame.cpp:539-554","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:569-579","src/Integrator/Flame.cpp","CANDIDATE","gpu_device_safe_captures","Gpu Device Safe Captures","Copies geometry/configuration into device-capturable locals and uses data pointers. Evidence: Set::Vector grad_eta = Numeric::Gradient(eta, i, j, k, 0, DX); Set::Vector grad_temp = Numeric::Gradient(temp, i, j, k, 0, DX); Set::Scalar lap_temp = Numeric::"
"src/Integrator/Flame.cpp:582-592","src/Integrator/Flame.cpp","ONEOFF","oneoff_flame_feature","Oneoff Flame Feature","Adds isolated Flame physics, initialization, diagnostics, or configuration behavior."
"src/Integrator/Flame.cpp:595-693","src/Integrator/Flame.cpp","CANDIDATE","gpu_device_safe_geometry","GPU Device-Safe Geometry","Copies cell-size geometry into a value object and passes data pointers in kernels."
"src/Integrator/Flame.cpp:731-770","src/Integrator/Flame.cpp","CANDIDATE","gpu_reduction_race_avoidance","Gpu Reduction Race Avoidance","Moves aggregate updates from device member writes to reduction plus host update. Evidence: const Set::Scalar* DX = geom[amrlev].CellSize(); Set::Scalar dv = AMREX_D_TERM(DX[0], *DX[1], *DX[2]); Set::Vector DX(geom[amrlev].CellSize()); Set::Scalar dv ="
"src/Integrator/HeatConduction.H:23-31","src/Integrator/HeatConduction.H","CANDIDATE","gpu_fft_operator_migration","Gpu Fft Operator Migration","Routes spectral work through project FFT wrapper and GPU parallel loop. Evidence: #ifdef ALAMO_FFT #include <AMReX_FFT.H> #endif"
"src/Integrator/HeatConduction.H:39-44","src/Integrator/HeatConduction.H","CANDIDATE","gpu_fft_operator_migration","Gpu Fft Operator Migration","Routes spectral work through project FFT wrapper and GPU parallel loop. Evidence: #include ""Operator/Spectral/FFT.H"""
"src/Integrator/HeatConduction.H:180-223","src/Integrator/HeatConduction.H","CANDIDATE","gpu_fft_operator_migration","Gpu Fft Operator Migration","Routes spectral work through project FFT wrapper and GPU parallel loop. Evidence: Util::Assert(INFO,TEST(lev == 0), ""Only single level currently supported""); amrex::Box const & domain = this->geom[lev].Domain(); amrex::FFT::R2C my_fft(this->g"
"src/Integrator/Hydro.cpp:188-196","src/Integrator/Hydro.cpp","ONEOFF","oneoff_hydro_diagnostics","Oneoff Hydro Diagnostics","Removes host model-name diagnostics; isolated behavior change."
"src/Integrator/Integrator.H:256-262","src/Integrator/Integrator.H","ONEOFF","oneoff_integrator_api","Oneoff Integrator API","Reshapes integrator parameter/member visibility; isolated API change."
"src/Integrator/Integrator.H:267-273","src/Integrator/Integrator.H","ONEOFF","oneoff_integrator_api","Oneoff Integrator API","Reshapes integrator parameter/member visibility; isolated API change."
"src/Integrator/Integrator.H:465-470","src/Integrator/Integrator.H","ONEOFF","oneoff_integrator_api","Oneoff Integrator API","Reshapes integrator parameter/member visibility; isolated API change."
"src/Integrator/Integrator.cpp:8-13","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:37-42","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:258-268","src/Integrator/Integrator.cpp","NOISE","noise_formatting","Noise Formatting","Noise: formatting/comment whitespace only. Evidence: /// /// RESETS ALL MULTIFABS AT A GIVEN LEVEL /// /// (OVERRIDES PURE VIRTUAL METHOD - DO NOT CHANGE) /// /// \brief Resets all multifabs at a given level (over"
"src/Integrator/Integrator.cpp:309-319","src/Integrator/Integrator.cpp","NOISE","noise_formatting","Noise Formatting","Noise: formatting/comment whitespace only. Evidence: // // DELETE EVERYTHING // // (OVERRIDES PURE VIRTUAL METHOD - DO NOT CHANGE) // // Delete everything (overrides pure virtual - do not change)"
"src/Integrator/Integrator.cpp:328-363","src/Integrator/Integrator.cpp","NOISE","noise_formatting","Noise Formatting","Noise: formatting/comment whitespace only. Evidence: // // // //Util::Warning(INFO, ""RegisterNewFab is depricated. Please replace with AddField""); //Util::Warning(INFO, ""RegisterNewFab is depricated. Please replac"
"src/Integrator/Integrator.cpp:601-606","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:631-641","src/Integrator/Integrator.cpp","NOISE","noise_formatting","Noise Formatting","Noise: formatting/comment whitespace only. Evidence: //tmpdata[lev].define(ngrids, dmap[lev], total_ncomp, total_nghost); //tmpdata[lev].define(grids[lev], dmap[lev], total_ncomp, total_nghost);"
"src/Integrator/Integrator.cpp:647-652","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:660-683","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:693-699","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:702-715","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:761-777","src/Integrator/Integrator.cpp","NOISE","noise_formatting","Noise Formatting","Noise: formatting/comment whitespace only. Evidence: //for (int n = 0 ; n < node.number_of_fabs; n++) //{ // bcnothing->define(geom[lev]); // for (amrex::MFIter mfi(*(*node.fab_array[n])[lev],true); mfi.isVa"
"src/Integrator/Integrator.cpp:812-827","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:940-946","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:977-983","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:1012-1038","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:1048-1055","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:1111-1117","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Integrator.cpp:1165-1171","src/Integrator/Integrator.cpp","ONEOFF","oneoff_restart_io","Oneoff Restart/IO Behavior","Adds restart/HDF5/periodicity handling; isolated state-management behavior."
"src/Integrator/Mechanics.H:84-89","src/Integrator/Mechanics.H","CANDIDATE","gpu_ic_static_dispatch_extension","GPU IC Static Dispatch Extension","Extends compile-time initial-condition selection with a GPU-safe concrete implementation."
"src/Integrator/Mechanics.H:144-150","src/Integrator/Mechanics.H","CANDIDATE","gpu_ic_static_dispatch_extension","GPU IC Static Dispatch Extension","Extends compile-time initial-condition selection with a GPU-safe concrete implementation."
"src/Integrator/Mechanics.H:157-163","src/Integrator/Mechanics.H","CANDIDATE","gpu_ic_static_dispatch_extension","GPU IC Static Dispatch Extension","Extends compile-time initial-condition selection with a GPU-safe concrete implementation."
"src/Integrator/PFC.cpp:10-15","src/Integrator/PFC.cpp","CANDIDATE","gpu_fft_operator_migration","Gpu Fft Operator Migration","Routes spectral work through project FFT wrapper and GPU parallel loop. Evidence: #include ""Operator/Spectral/FFT.H"""
"src/Integrator/PFC.cpp:46-62","src/Integrator/PFC.cpp","CANDIDATE","gpu_fft_operator_migration","Gpu Fft Operator Migration","Routes spectral work through project FFT wrapper and GPU parallel loop. Evidence: amrex::FFT::R2C my_fft(this->geom[lev].Domain()); auto const &[cba, cdm] = my_fft.getSpectralDataLayout(); const Set::Scalar* DX = geom[lev].CellSize(); amrex::"
"src/Integrator/PFC.cpp:76-89","src/Integrator/PFC.cpp","CANDIDATE","gpu_fft_operator_migration","GPU FFT Operator Migration","Routes PFC spectral work through project FFT wrapper."
"src/Integrator/PFC.cpp:95-122","src/Integrator/PFC.cpp","CANDIDATE","gpu_fft_operator_migration","GPU FFT Operator Migration","Runs PFC spectral kernel through FFT wrapper GPU dispatch."
"src/Model/Chamber/Ballistic.H:0-0","src/Model/Chamber/Ballistic.H","ONEOFF","oneoff_chamber_ballistic","Oneoff Chamber Ballistic","Adds standalone ballistic chamber model; no repeated transform in this partition."
"src/Model/Chamber/Old_Ballistic.H:0-0","src/Model/Chamber/Old_Ballistic.H","ONEOFF","oneoff_chamber_ballistic","Oneoff Chamber Ballistic","Adds standalone ballistic chamber model; no repeated transform in this partition."
"src/Model/Gas/EOS/CPG.H:7-44","src/Model/Gas/EOS/CPG.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Makes gas model calls statically dispatched and device-callable."
"src/Model/Gas/EOS/CPG.H:47-49","src/Model/Gas/EOS/CPG.H","NOISE","noise_formatting","Noise Formatting","Noise: formatting/comment whitespace only."
"src/Model/Gas/EOS/CPG.cpp:1-40","src/Model/Gas/EOS/CPG.cpp","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/EOS/EOS.H:6-42","src/Model/Gas/EOS/EOS.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Makes gas model calls statically dispatched and device-callable."
"src/Model/Gas/Gas.H:19-34","src/Model/Gas/Gas.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Gas.H:37-56","src/Model/Gas/Gas.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Gas.H:112-118","src/Model/Gas/Gas.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Gas.H:120-126","src/Model/Gas/Gas.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Gas.cpp:17-79","src/Model/Gas/Gas.cpp","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Thermo/CpConstant.H:11-20","src/Model/Gas/Thermo/CpConstant.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Thermo/CpConstant.H:25-40","src/Model/Gas/Thermo/CpConstant.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Thermo/CpConstant.H:51-69","src/Model/Gas/Thermo/CpConstant.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Thermo/Thermo.H:5-30","src/Model/Gas/Thermo/Thermo.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Transport/Mixture_Averaged.H:4-9","src/Model/Gas/Transport/Mixture_Averaged.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Transport/Mixture_Averaged.H:36-66","src/Model/Gas/Transport/Mixture_Averaged.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Transport/Mixture_Averaged.H:99-111","src/Model/Gas/Transport/Mixture_Averaged.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Transport/Mixture_Averaged.H:154-160","src/Model/Gas/Transport/Mixture_Averaged.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Transport/Mixture_Averaged.H:204-210","src/Model/Gas/Transport/Mixture_Averaged.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Gas/Transport/Transport.H:5-32","src/Model/Gas/Transport/Transport.H","CANDIDATE","gpu_static_model_dispatch","GPU Static Model Dispatch","Replaces virtual/pointer model ownership with concrete tuple-held static dispatch."
"src/Model/Propellant/Constant.H:0-0","src/Model/Propellant/Constant.H","CANDIDATE","gpu_model_host_device_annotations","Gpu Model Host Device Annotations","Makes model value/constitutive helpers callable from GPU kernels. Evidence: #ifndef MODEL_PROPELLANT_CONSTANT_H #define MODEL_PROPELLANT_CONSTANT_H #include ""Propellant.H"" namespace Model { namespace Propellant { class Constant { public"
"src/Model/Propellant/FullFeedback.H:30-36","src/Model/Propellant/FullFeedback.H","CANDIDATE","gpu_model_host_device_annotations","Gpu Model Host Device Annotations","Makes model value/constitutive helpers callable from GPU kernels. Evidence: void set_pressure(const Set::Scalar a_P) template<int I = 0> AMREX_GPU_HOST Set::Scalar get (std::string /*property*/) { Util::Abort(INFO); return NAN; } AMREX_"
